textDisplay|classification_textblob
['septiembre', '2021', 'diagnosticar', 'trastorno', 'ansiedad', 'generalizado', 'sentir', 'tanto', 'identificado', 'mencionado', 'videojuego', 'poder', 'evitar', 'llorar', 'ver', 'video', 'sorprendiéndome', 'excelente', 'trabajo', 'psi', 'excelente', 'trabajo', 'desarrollador', 'celestir', 'plasmar', 'tal', 'vivir', 'tdag', 'forma', 'metafóricabrbrpadecer', 'lucha', 'constante', 'mismo', 'aunque', 'gracias', 'apoyo', 'psicólogar', 'novia', 'precioso', 'padre', 'amigo', 'plano', 'alejar', 'dar', 'real', 'cara', 'diverso', 'método', 'técnico', 'herramienta', 'mejorado', 'muchísimo', 'grado', 'prácticamente', 'ansiedad', 'desaparecer', 'día', 'semana', 'entero', 'llegar', 'grado', 'pasar', 'tiempo', 'siquiera', 'acordarme', 'creer', 'ansiedad', 'realmente', 'aviso', 'mente', 'inconsciente', 'poner yo', 'atención', 'vez', 'resolver', 'dejado', 'arreglar', 'rencor', 'coraj', 'preocupación', 'excesivo', 'miedo', 'frustración', 'inseguridades', 'etc', 'ansiedad', 'llegar', 'golpe', 'ir', 'poco', 'aparecer', 'vida', 'embargo', 'poner', 'real', 'atención', 'dar', 'primero', 'ataque', 'ansiedad', 'primero', 'ataque', 'pánico', 'sintiéndono', 'si', 'morir', 'comenzar', 'querer', 'arreglar él', 'aunque', 'tarde', 'ansiedad', 'llegar', 'mas', 'imposible', 'resolver', 'mandar él', 'carajo', 'regreso', 'llegóbrbranimo', 'padecer', 'tdag', 'servidor', 'entender', 'solo', 'déjenme', 'decir', 'rindan', 'ansiedad', 'cura', 'brsaludo']|1
['bro', 'encantar', 'canal', 'formar', 'relaciona', 'videojuego', 'psicología', 'xd']|1
['ansiedad', 'culpabilidad', 'haber', 'echo', 'cosa', 'gravelar', 'sensación', 'terrible', 'síntoma', 'fuerte']|2
['conocer', 'juego', 'pena', 'actualmente', 'recurso', 'jugar él', 'compu', 'aptabrbrsobre', 'tema', 'ansiedad', 'gusta', 'juego', 'plantear', 'si', 'montañabrbryo', 'luego', 'mes', 'primero', 'ataque', 'ansiedad', 'entender', 'aviso', 'dejar', 'suceder', 'cosa', 'claramente', 'gustar', 'cambiar', 'persona', 'bien', 'todosbrbrtocar', 'fondo', 'luego', 'dar él', 'afrontar', 'problema', 'ser', 'paciente']|1
['wattt', 'necesitar']|1
['vaya', 'sonar', 'interesante', 'juego', 'listo', 'colección', 'nswitch']|1
['wtf', 'poder', 'hacer', 'zoom']|1
['ojalá', 'puedas', 'hacer', 'vídeo', 'outla', 'aprovechar', 'salir', 'tercer', 'entrega', 'gracias']|1
['llevar', 'jugar', 'celeste', 'mas', '1000', 'hora', '201202', 'fresa', 'verdad', 'recién', 'representado', 'madelinebrno', 'decir', 'afirmo', 'sufrir', 'trastorno', 'mencionar', 'aunque', 'poder', 'si', 'debido', 'gran', 'cantidad', 'similitudesbrdesde', 'echo', 'enojar yo', 'persona', 'bajo', 'autoestima', 'hacer', 'pensar', 'dado', 'cuenta', 'tarde', 'estobrbrhe', 'pasado', 'último', 'año', 'cumplir', '25', 'correr', 'todo', 'clase', 'estudio', 'principalmente', 'miedo', 'futurobrsiempre', 'gustar', 'videojuego', 'crear', 'meta', 'tras', 'ver', 'video', 'sentir', 'si', 'contraparte', 'rechazara', 'constantementebrlo', 'trabajo', 'siempre', 'terminar', 'pelear', 'justificado', 'empresa', 'parte', 'familiar', 'ambiente', 'destinado', 'ser', 'buenabrsiempre', 'corro', 'hablar', 'cierto', 'tema', 'principalmente', 'parte', 'social', 'pues', 'hablar', 'extraño', 'calle', 'salir', 'internet', 'siempre', 'logrebrtambién', 'dar', 'contar', 'siempre', 'aferro', 'pasado', 'pregunta', 'mencionaste', 'poder', 'hacer', 'justamente', 'pensado', 'díabrbrdurante', 'día', 'después', 'volver', 'completar', 'campaña', 'separarmir', 'grupo', 'persona', 'crear', 'salido', 'sorpresa', 'hablar', 'acercar', 'muchísimo', 'gusto', 'ocurrir', 'día', 'empezar', 'buscar', 'carrera', 'estudiar', 'socializar', 'mas', 'desconocido', 'lograr', 'así', 'sentir yo', 'bien', 'después', 'tiempobrtanto', 'así', 'tras', 'volver', 'intentar', 'farewell', 'goldir', 'único', 'falta', 'juego', 'base', 'hacer', '2', 'año', 'logre', 'hacer', 'pb', 'si', 'querer', 'calentar', 'intentar', 'usar', 'técnica', 'plumo', 'momento', 'tensión', 'sorprendentemente', 'dar', 'frutosbrademás', 'madeline', 'montaña', 'encontrar', 'personal', 'pensado', 'alejado', 'familia', 'empezar', 'nuevo', 'vida', 'debido', 'aun', 'logrado', 'independizar yo', 'completamentebraclaro', 'acabar', 'ocurrir', 'recientementebrbrhasta', 'ahora', 'logrado', 'encontrar', 'persona', 'poder', 'ser', 'representado', 'theo', 'oshiro', 'madeline', 'serio', 'badeline', 'contraparte', 'inseguridad', 'bloquear', 'añosbrseria', 'correcto', 'decir', 'encuentro', 'ahora', 'reflection', 'click', 'acabar', 'ocurrirbra', 'mejor', 'acabo', 'superar', 'cosa', 'mirror', 'temple', 'di', 'cuentabrbrseir', 'correcto', 'realidad', 'termino', 'ocurrir', 'empezar', 'dar', 'paseo', 'deber', 'haber', 'echo', 'salí', 'secundario', 'paso', 'correctosbrbrmucha', 'gracias', 'gamar', 'información', 'auto', 'representación', 'echo', 'ver', 'punto', 'real', 'estoybry', 'si', 'realmente', 'sufro', 'trastorno', 'pesar', 'nadie', 'dicho', 'nunca', 'querer', 'ver', 'preparado', 'futuro']|1
['siempre', 'volver', 'celestir', 'cambio', 'manera', 'personal']|1
['gracia', 'video', 'adrián', 'gracia', 'hacer yo', 'llorar', 'vez', 'hacer', 'bien', 'costar', 'hacer él', 'ir', 'terapia', 'hacer', 'año', 'medio', 'servir', 'montón', 'sorprender', 'video', 'servir', 'hacer', 'conectar', 'juego', 'gustar', 'hacer', 'pensar', 'tema', 'vido', 'difícil', 'costar', 'gracia']|1
['decir', 'verdad', 'llorer', 'recordar', 'proceso', 'sobrellevar', 'ansiedad', 'depresión', 'llegar', 'cima']|1
['video', 'increíble', 'dar', 'calidez', 'hermano']|1
['encantado', 'vídeo', 'ojala', 'transmitido', 'juego', 'ver', 'video', 'hecho', 'rememorar', 'parte', 'escena', 'juego', 'formar', 'distinto', 'viví', 'hecho', 'opinión', 'totalmente', 'distinto', 'incluso', 'necesidad', 'contar él', 'vídeo', 'canalbrbrjugué', 'celestar', 'precisamente', 'opinión', 'historio', 'superación', 'espejo', 'realista', 'depresión', 'ansiedad', 'afectar', 'persona', 'casar', 'encontré', 'metáfora', 'infantil', 'enfermedad', 'representar', 'mental', 'convivido', 'añosbrbrsin', 'embargo', 'video', 'apoyado', 'imagen', 'celestir', 'si', 'trasmitido', 'realidad', 'conmovido', 'varios', 'ocasión', 'ojalá', 'guion', 'juego', 'tanto', 'emotivo', 'guion', 'vídeobrun', 'saludo', 'mucho', 'gracia', 'contenidobrbrpd', 'creer', 'explicado', 'bien', 'querer', 'decir', 'problema', 'veo', 'celeste', 'tema', 'tratar', 'si', 'diálogo', 'situación', 'subyacer', 'todo', 'aventura', 'quedar', 'constantemente', 'punto', 'iceberg', 'dejar', 'jugador', 'peso', 'interpretar', 'narrativa']|1
['dar', 'gana', 'acabar', 'juego', 'super', 'identificado', 'gracias', 'video', 'adriar']|1
['dar', 'ansiedad', 'entrar', 'nuevo', 'zona', 'dejar', 'volver', 'dejar', 'zona', 'explorar']|1
['diagnosticado', 'ansiedad', 'generalizado', 'video', 'hacer', 'sentir', 'apapachado', 'hehe', 'alguno', 'modo', 'informativo', 'aquel', 'padecer', 'abrir', 'espacio', 'empatiar', 'mucho', 'gracia', 'tocar', 'parte', 'responsabilidad', 'cómo', 'afrontar', 'momento', 'pánico', 'ansiedad', 'cosa', 'simplemente', 'pasar', 'largo', 'vez', 'tiempo', 'hacer', 'inseguridad', 'quotno', 'ser', 'suficientequot', 'recibir', 'ayuda', 'profesional', 'puesto', 'parte', 'poder él', 'manejar', 'dejar', 'sentir', 'suficiente', 'creer', 'comentario', 'perder', 'rumbo', 'hacer', 'buen', 'rato', 'hahaha', 'dar', 'video', 'encantado', 'mucho', 'mucho', 'mucho', 'gracia']|1
['justo', 'aparecer', 'video', 'luego', 'escribir', 'auto', 'reflexión', 'realmente', 'subir', 'ánimo', 'video', 'mucho', 'gracia']|1
['mostrar', 'pequeño', 'poder', 'dar', 'mucho', 'gracia']|1
['jugar', 'pq', 'podia', 'pasar', 'nivel']|1
['decir', 'mamada', 'compa', 'celeste', 'dejar', 'ansiedad', 'terminar él', 'empezar']|1
['celestir', 'llegar', 'momento', 'importante', 'ayudar', 'sentir yo', 'extremadamente', 'mejor', 'volver', 'solo', 'olvidar', 'debo', 'continuar', 'importar', 'tanto', 'difícil', 'increíble', 'video']|1
['bro', 'impresionante', 'transmit', 'voz', 'canso', 'escuchar']|1
['acabar', 'difícil', 'bonito']|1
['saber', 'celeste', 'estobrhe', 'lidiado', 'ansiedad', 'depresión', 'rato', 'ahora', 'sentir', 'bien', 'terapiar', 'concepto', 'auto', 'cuidado', 'parecer', 'tomar', 'responsabilidad', 'accionesbrademás', 'cierto', 'br él', 'desesperación', 'sient', 'gana', 'querer', 'estrellarte', 'pared', 'poder', 'mas', 'contigo', 'mismo', 'gana', 'querer', 'salir', 'mismo', 'propio', 'serbryo', 'personalmente', 'encontré', 'confort', 'juegos', 'terror', 'ansiedad', 'miedo', 'generar', 'parecido', 'provocar', 'trastorno', 'ansiedad', 'menos', 'videojuego', 'poder', 'controlar', 'salir', 'ahí', 'quierasbrya', 'jugar', 'nivel', 'celeste', 'definitivamente', 'volver', 'probar']|1
['pizza', 'tower', 'xd']|1
['lindo', 'juego', 'tratar', 'saltar', 'plataforma', 'si', 'aspectir', 'jugable', 'bueno', 'valdrio', 'vergo', 'historia', 'olvidar', 'aspecto', 'mas', 'importante', 'juego', 'jugabilidad']|1
['uff', 'siempre', 'tereapeutico', 'hermoso', 'video', 'realmente', 'agradecer', 'vido', 'poder', 'contar', 'arte', 'esperar', 'siga', 'crecer', 'vida', 'retribuir', 'haz', 'psi']|1
['buen', 'voz', 'buen', 'guion', 'bien', 'transmit']|1
['hermoso', 'video', 'nunca', 'ver', 'juego', 'manera', 'tanto', 'profundo']|1
['interesante', 'juego', 'representar', 'sombra', 'jung', 'proceso', 'individuación']|1
['maldito', 'seabryo', 'querer', 'divertirme', 'videojuego', 'poner yo', 'sad']|1
['buen', 'video', 'amigo', 'mio', 'siento', 'identificado', 'hablar', 'ansiedad', 'mucho', 'vez', 'lado', 'entender']|1
['haz', 'motivado', 'probar', 'juego', 'ps4', 'sufro', 'problema', 'expuesto', 'brgracias', 'motivacion']|1
['juego', 'ayudo', 'momento', 'inmenso', 'conflicto', 'conmigo', 'mismo', 'tendra', 'lugar', 'corazon', 'resto', 'vida']|1
['celestir', 'lt3', 'obra', 'maestra', 'd', 'cierto', 'buen', 'psi', 'vez', 'venir', 'recomendarte', 'escuch', 'canción', 'veas', 'animar', 'japón', 'solo', 'capitulo', '12', 'episodiosbrbrcanción', 'gt', 'hrefhttpswwwyoutubecomwatchv4ce8assighqhttpswwwyoutubecomwatchv4ce8assighqabrbrhaber', 'artista', 'femenino', 'gustar', 'primeramente', 'voz', 'escucharlos', 'hacer', 'sentir', 'bastante', 'relajado', 'cómodo', 'yoasobi', 'megumi', 'hayashibaro', 'canción', 'gt', 'hrefhttpswwwyoutubecomwatchv9g8aidpadgampt52shttpswwwyoutubecomwatchv9g8aidpadgampt52sa', 'voz', 'sonar', '52', 'segundo', 'hacer', 'voz', 'bastante', 'atractivo', 'encantadorabrbrelir', 'nombre', 'anime', 'japones', 'blue', 'peroidbrbrblue', 'peroid', 'empecir', 'ver', 'tipo', 'persona', 'gustar', 'uno', 'tonalidad', 'especifico', 'azul', 'azur', 'azul', 'aciano', 'cerúleo', 'índigo', 'color', 'tenia', 'gamecube', 'gameboy', 'advance', 'primero', 'modelo', 'aunque', 'parecer', 'simple', 'vista', 'pertenecer', 'azules', 'gustar', 'personaje', 'sanador', 'así', 'básicamente', 'cualquiera', 'cosa', 'titulo', 'sanar', 'azul', 'cualquiera', 'idioma', 'verar', 'cierto', 'producción', 'francés', 'si', 'arrepiento', 'haber', 'ver', 'solo', 'xdbrbral', 'parecer', 'varón', 'nacemo', 'obsesión', 'azul', 'v', 'sero', 'científicamente', 'posiblebrbrrealmente', 'esperar', 'absolutamente', 'serie', 'final', 'encanto', 'si', 'canal', 'secundario', 'poder', 'subir', 'análisis', 'lado', 'psicológico', 'protagonista', 'amigo', 'interesante', 'si', 'pudiera', 'hacerlobrbrnormalmente', 'gustar', 'recomendar', 'cosa', 'solo', 'sugerirla', 'obra', 'considerar', 'excelentemente', 'hecho', 'durar', 'solo', '12', 'episodio', 'caso', 'gustar', 'hacer él', 'resumen', 'perspectiva', 'psicológico', '2', 'personaje', 'protagonista', 'amigo']|1
['comprar', 'celestir', 'diciembre', 'verdad', 'miedo', 'probar él', 'sabio', 'dificultad', 'implicar', 'contar', 'historia', 'persón', 'ansiedad', 'afectario', 'sentir', 'listo', 'ser', 'aquel', 'superar', 'dificil', 'montaña', 'asi', 'hacer', 'madeline', 'graciar', 'video', 'ir', 'dar', 'oportunidad', 'enfrentar yo', 'mismo', 'ansiedad', 'carcome', 'cada', 'día', 'dejar', 'video', 'minuto', 'hrefhttpswwwyoutubecomwatchvelyujajtiesampt8m24s824a', 'volver', 'terminar él', 'contar', 'experiencia']|1
['puto', 'juego', 'fresita', 'musico', 'god', 'historia', 'igual', 'puta', 'fresa', 'hacer', 'chingar yo', '4', 'taza', 'cafir', '2', 'noche', 'pa', 'tenerla', 'todo']|1
['mismo', 'gameboy', 'advance']|1
['ver', 'vídeo', 'metro', 'hacer', 'amar', 'juego', 'difícil', 'aunque', 'ansiedad', 'mejor', 'hacer', 'ejercicio']|1
['dejar', 'jugar', 'encontre', 'pasar', 'parte', 'querio', 'hacer él', 'guia', 'ahi', 'quedo', 'ir', 'remotmar', 'asi', 'termino', 'cerca', 'final', 'colmo', 'hrefaboutinvalidzcsafeza', 'creer', 'llevar', 'varios', 'hora', 'juego', 'hrefaboutinvalidzcsafeza']|1
['esohasta', 'avienta', 'control', 'tv', 'termina', 'mas', 'ansioso']|1
['juego', 'deír', 'ansiedad', 'lento', 'deje', 'xd']|1
['logre', 'platinear', 'celeste', 'verdad', 'ayudo', 'demasiado']|1
['excelente', 'juego', 'vdd', 'excelente', 'vidio', 'siempre', 'psi', 'vdd', 'entrar', 'gana', 'volver', 'celestir', 'completar', 'fin', 'capítulo', '9', '39d']|1
['encantado', 'video', 'maravilloso', 'análisis', 'podrías', 'hablar', 'iconoclast', '3']|1
['amar', 'proto', 'celeste', 'identifico', 'completamente']|1
['encanto', 'mezcla', 'psicologia', 'juegos', 'dejes']|1
['momento', 'bastante', 'criticado', 'echar', 'solo', 'ser', 'quotellaquot', 'jugo', 'entenderabrapesar', 'siglo', 'verdad', 'game', 'hermoso']|1
['escuchado', 'juego', 'representar', 'proceso', 'cambio', 'género', 'autor', 'hombre', 'mujer', 'poder', 'interpretar', 'rechazo', 'protagonista', 'si', 'mismo', 'conflicto', 'ver', 'calzarir', 'audio', 'poder', 'escuchar', 'poner él', 'reverso', 'mostraste', 'vidir']|1
['2020', 'año', 'conocer', 'celeste', 'dio', 'realmente', 'increible', 'poder', 'conectar', 'juego', 'obra', 'maestra', 'esplendor', 'primero', 'momento', 'juego', 'sesion', 'terapeutico', 'invitar', 'superar', 'miedo', 'poner', 'situación', 'estr', 'frustracion', 'mismo', 'tiempo', 'haciendote', 'ver', 'imposible', 'superar', 'impulso', 'seguir', 'intentandolo', 'historia', 'amigo', 'personar', '6', 'año', 'experimentado', 'ansiedad', 'ataque', 'panico', 'poder', 'decir', 'momento', 'poder', 'empatizar', 'madeline', 'entorno', 'situación', 'rodear', 'mas', 'decir', 'celeste', 'sinceramente', 'ser', 'experiencia', 'unico', 'ganar', 'lugar', 'especial', 'corazon', 'encantario', 'volver él', 'jugar', 'si', 'primero', 'vez', 'aquel', 'aun', 'hacer', 'denle', 'oportunidad', 'realmente', 'valer']|1
['alguien', 'vyr']|1
['gracias', 'video', 'tocayo', 'pronto', 'inicio', 'excelente', 'juego']|1
['siempre', 'gana', 'jugar', 'celestar', 'choca', 'pixelart', 'graciad', 'resumen', 'buen', 'trabajo']|1
['llama', 'ansiedad', 'llamar', 'arácnido', 'igual']|1
['adriar', 'mucho', 'gracia', 'videobrceleste', 'juego', 'conocí', '2021', 'atravesar', 'burnout', 'laboral', 'tenia', 'repetido', 'ataque', 'ansiedadbrsabiar', 'mas', 'menos', 'tratar', 'historia', 'conforme', 'jugar', 'identifique', 'demasiado', 'historia', 'madeline', 'logre', 'subir', 'montaña', 'celeste', 'sentir', 'hecho', 'junto', 'poder', 'parar', 'llorarbrame', 'juego', 'completir', '100']|1
['recordar', '2019', 'cuadro', 'fuerte', 'ansiedad', 'generalizado', 'peor', 'mes', 'vido', 'pensar', 'jamás', 'salir', 'desastre', 'mental', 'dejar', 'dormir', 'limitar', 'vivir', 'afortunadamente', 'salí', 'ansiedad', 'ayuda', 'psicológico', 'médico', 'ahora', 'solo', 'mal', 'recuerdo', 'parecer', 'ansiedad', 'querer', 'decir', 'posible', 'salir', 'ahí', 'cualquiera', 'transtorno', 'mental', 'tener', 'transtorno', 'significar', 'enfermo', 'mentalmente', 'únicamente', 'período', 'mental', 'dónde', 'cabeza', 'desordar', 'arreglar', 'mucho', 'vez', 'tiempo', 'parecer', 'eterno', 'esperanza', 'nulo', 'salir', 'infierno', 'atravesar', 'saludo', 'gracias', 'psi', 'vídeo']|1
['dios', 'jugué', 'celeste', 'vez', 'cambiar', 'modo', 'ver', 'cosa', 'problema', 'embargo', 'vez', 'sentir', 'superé', 'momento', 'sentir', 'ir', 'venir', 'abajo', 'nuevo', 'volver', 'mismo', 'último', 'parte', 'video', 'reconfortar', 'poder', 'pasar', 'poder', 'sentar', 'bien', 'tiempo', 'quién', 'bien', 'tiempir', 'primero', 'lugar', 'jajajar', 'consciente', 'solución', 'huir', 'siempre', 'gran', 'video', 'psi', 'tocar', 'alma']|1
['video', 'llego', 'momento', 'justo', 'gracias']|1
['buen', 'video', 'siempre', 'llamar', 'atención', 'juego', 'nunca', 'jugar', 'ansiedad', 'fácil', 'llevar', 'poder', 'siempre', 'poder', 'ahora', 'ir', 'descargar él', 'probar él']|1
['gustar', 'pudiera', 'analizar', 'psychonauts', '1', '2', 'creer', 'junto', 'alice', 'celestir', 'juego', 'favorito', 'trastorno', 'mental', 'poder', 'trabajarlossuperar él']|1
['ayuda', 'celeste', 'juego', 'frustrante', 'sobrevalorado', 'exigir', 'haga', 'cada', 'movimiento', 'manera', 'perfecto', 'repita', 'hartazgo', 'cansa', 'repetición', 'simplemente', 'apagas', 'vas', 'frustrado', 'rescato', 'pixel', 'art', 'música', 'recordar', 'historia', 'resto', 'indie', 'horrible']|1
['celeste', 'enseñar', 'calmar', 'ataque', 'técnico', 'respiración', 'juego']|1
['arco', 'dejar', 'hogar', 'brnecesito', 'empezar', 'escribir', 'propio', 'historia', 'ser', 'mismo', 'respirar', 'talvez', 'cansado', 'libertad']|1
['hola', 'psi', 'sigo', 'video', 'hacer', 'mas', 'menos', '2', 'año', 'creer', 'majora', 'mask', 'serar', 'favorito', 'siemprebrtengo', 'tdah', 'hacer', 'altamente', 'propenso', 'sufrir', 'ataque', 'ansiedad', 'depresión', 'básicamente', 'arruino', 'matrimonio', 'constante', 'stress', 'ansiedad', 'derivar', 'cuadro', 'depresivo', 'intenso', 'tendencia', 'pensamiento', 'suicidasbrcomo', 'indica', 'video', 'difícil', 'persona', 'trastorno', 'mental', 'llevar', 'vida', 'normal', 'herramienta', 'masking', 'ayuda', 'profesional', 'medicación', 'facilitar', 'llevar', 'vida', 'normal', 'lograr', 'ganar', 'batalla', 'rendir', 'camino', 'difícil', 'mente', 'cansa', 'tener', 'intentar', 'aparentar', 'ser', 'persona', 'normal', 'contar', 'frustración', 'generar', 'poder', 'hacer', 'cosa', 'ver', 'tanto', 'simple', 'sencillasbrmi', 'principal', 'problema', 'tdah', 'faltar', 'regulación', 'emocional', 'intensifico', 'sensación', 'emisión', 'resto', 'cuadrobrtu', 'video', 'ayudo', 'mama', 'ayudo', 'entender', 'difícil']|1
['besto', 'canal', 'poder', 'encontrar', 'mar', 'youtube']|1
['audio', 'reverso', 'sintio', 'tenebroso', 'música', 'normal', 'jugar', 'ninguno', 'canción', 'vocalivocalización', 'actuación', 'voz']|1
['dejar', 'relacionar', 'indie', 'problema', 'emocional', 'nmms']|1
['empezar', 'video', 'música', 'piano', 'decir', 'video', 'gente', 'pretenciós', 'equivoque']|1
['generóbrser', 'broma', 'juego', 'parecer', 'bueno', 'noveno', 'capítulo', 'encima', 'capacidad', 'así', 'completer', 'tal', 'vez', 'alguno', 'día', 'dejar', 'ver', 'video', 'comenzar', 'hablar', 'quotdiálogo', 'último', 'capítulo', 'juegoquot', 'xd']|1
['mucho', 'gracia', 'video', 'ahora', 'tocar', 'jugar', 'celeste']|1
['xd', 'yamar', 'sueño', 'ex', 'mama']|1
['celestir', 'único', 'juego', 'hacer', 'llorar', 'después', 'acabar', 'cada', 'nivel', 'frustro', 'jugar', 'escuchar', 'nota', 'ver', 'quotcapítulo', 'completadoquot', 'poder', 'evitar', 'sacar', 'lágrima', 'vez', 'lágrima', 'saqué', 'quotreflexiónquot', 'principalmente', 'caída', 'principio', 'representar', 'bien', 'cómo', 'sentir', 'atrapado', 'debajo', 'agua', 'poder', 'mover yo', 'capacidad', 'respirar']|1
['gustar', 'análisis', 'ocasión', 'parecer', 'faltar', 'tratar', 'tema', 'tran', 'desarrollo', 'desarrolladorar', 'problema', 'identidad', 'género', 'aún', 'entender', 'mejor', 'zona', 'pón', 'música', 'revés', 'habla', 'padecimiento', 'mental', 'saber ', 'condición', 'desarrolladoro', 'met', 'terreno', 'delicado', 'tratar', 'ansiedad', 'autoestimo', 'reconocertir', 'tí', 'mismo', 'fondo', 'sólo', 'si', 'bien', 'juego', 'llegar', 'hacer', 'obvio', 'declaración', 'maddy', 'thorson', 'detrás', 'opinión', 'debería', 'haber él', 'comentadobrbrar', 'realidad', 'sospechar', 'sabía', 'omisión', 'intencional', 'caso', 'siento', 'video', 'falta', 'resignificir', 'cosa', 'incluso', 'cerrar', 'dlc', 'bandera', 'tran', 'teclado', 'querer', 'dejar', 'pasar', 'apunte', 'desmerecer', 'lucha', 'visibilidad', 'enfermedad', 'mental', 'paralelo', 'correr', 'menos', 'imporant', 'derechos', 'lgtbi', 'actualidad', 'derechos', 'persona', 'transbrbrar', 'hrefhttpsvandalelespanolcomnoticia1350739482celestesuprotagonistaestransexualysucreadoramaddythorsontambienhttpsvandalelespanolcomnoticia1350739482celestesuprotagonistaestransexualysucreadoramaddythorsontambienabrbrun', 'abrazo']|1
['llamar', 'celeste', 'nunca', 'jugue', 'sjjdjd', 'parecer', 'lindo', 'ir', 'probar él', 'día', 'realmente', 'identifico']|1
['hombre', 'hacer', 'bien']|1
['merez', 'muchísir', 'subs', 'psi', 'poco', 'youtuber', 'aun', 'poner', 'esfuerzo', 'video']|1
['gran', 'excelente', 'video']|1
['skateboarding', 'montaña']|1
['guau', 'video', 'espectacular', 'saber', 'comentar', 'solo', 'felicitarte', 'querer', 'sepa', 'encantar']|1
['alm', 'parecer', 'dandar']|1
['bro', 'distir', 'salto', 'abismal', 'edición', 'muchísimos', 'detalle', 'editor', 'noto', 'neta', 'quedar', 'huevo', 'muchísimar', 'felicidad']|1
['encantar', 'sesión', 'contigo', 'adrián', 'si', 'video', 'ir', 'dirigir', 'público', 'general', 'llegar', 'imagino', 'palabra', 'directamente', 'hacia', 'hermoso', 'video', 'ir', 'directo', 'favorito']|1
['juego', 'demuestro', 'cada', 'v', 'degrado', 'mas', 'mas', '2000s']|1
['juegazo', 'encantobr él', 'gustar', 'temática', 'morro', 'hacer', 'suuuper', 'castrós', 'problema', 'mental']|1
['diagnosticado', 'ansiedad', 'hacer', 'sentir', 'identificado', 'juego', 'bueno', 'reflexionar']|1
['jugar', 'celestar', 'hacer', 'varios', 'mesesbry', 'deber', 'decir', 'juego', 'dejar', 'gran', 'enseñanzabrno', 'solo', 'combatir', 'ansiedad', 'miedo', 'sino', 'enseño', 'mantenerte', 'perseverante', 'levantarte', 'importar', 'vez', 'fall', 'consigasbrbrcelestir', 'definitivamente', 'videojuego', 'indie', 'favorito', 'brgracias', 'recomendar', 'haber él', 'hacer']|1
['empezar', 'jugar', 'celeste', 'empezar', 'pandemia', 'principio', 'idea', 'solo', 'juego', 'divertido', 'difícil', 'pasar', 'rato', 'embargo', 'experiencia', 'único', 'sintiéndomar', 'identificado', 'historia', 'recordándome', 'capaz', 'agradecido', 'él']|1
['saber', 'siempre', 'ver', 'videos', 'adrián', 'poner', 'estúpidamente', 'sentimental', 'reflexiono', 'bastante', 'aún', 'recordar', 'primero', 'vez', 'escuché', 'video', 'cultura', 'vj', 'hablar', 'depresión', 'videojuego']|1
['hermoso', 'juego']|1
['tal', 'vez', 'oportunidad', 'juego']|1
['encantar', 'video', 'saca', 'tanto', 'cosa', 'psicológico', 'waos', 'podrias', 'hacer', 'noc', 'querer', 'demostrar', 'little', 'miss', 'fortune']|1
['ansiedad', 'videojuego', 'jugar', 'pvz']|1
['bien', 'explicado', 'encantar', 'vídeo']|1
['mmm', 'hermana', 'sufrir', 'ansiedad', 'realmente', 'costar', 'mucho', 'persona', 'problema', 'corazón', 'latir', 'fuerte', 'incluso', 'almorzar', 'mesa', 'tranquilamente', 'brpero', 'verdad', 'creer', 'ansiedad', 'sólo', 'afectado', 'papá', 'cós', 'responsabilidad', 'querer', 'cumplir', 'aceptar', 'error', 'tonto', 'tratamo', 'organizar', 'cabeza', 'ir', 'hacer', 'aún', 'si', 'final', 'hacer', 'poder', 'quieto', 'sentado', 'tiempo', 'menos', 'entretengar', 'celular', 'tele', 'libro', 'etcbrasí', 'supongo', 'acompañar', 'todo', 'vida', 'vivir', 'afrontar', 'día', 'ayudabrrealmente', 'gustar', 'vídeo', 'esperar', 'pueda', 'seguir', 'dar', 'información', 'ansiedad', 'juegos', 'hablen', 'tema']|1
['gusto', 'mejor', 'capitulo', 'juego', '6', 'refleccion', 'creer', 'llamar', 'recuerdo', 'exactamanete', 'madeline', 'hacer', 'mitad', 'quotmalaquot', 'entender', 'solucion', 'tratar', 'deshacer él', 'problema', 'si', 'tratar', 'convivir', 'mejorarte', 'mismo', 'creer', 'poder', 'superar', 'montaña', 'bonito']|1
['gran', 'vídeo', 'gran', 'juego']|1
['nuevo', 'suscriptor', 'gustar', 'formar', 'narra', 'historio']|1
['juego', 'rato', 'salio', 'ahora', 'salir', 'físico', 'mes', 'switch', 'ps4', 'copia', 'reservado', 'xp']|1
['huevo', 'juego']|1
['opinión', 'persón', 'llamar', 'teléfono', 'sueño', 'madre', 'madeline', 'sino', 'exnovio']|1
['luego', 'juego', 'doki', 'doki', 'regresar', 'ansiedad', 'jejar', 'excelente', 'video', 'gusto', 'explicaste']|1
['personalmente', 'escuchado', 'juego', 'perobrbrser', 'tanto', 'inesperado', 'conforme', 'narrar', 'sentí', 'cada', 'emoción', 'describir', 'ataque', 'pánico', 'poder', 'creer', 'afectar', 'solo', 'narrado']|1
['bonito', 'video', 'completo', 'visto', 'juego']|1
['justamente', 'empeze', 'jugar él', 'nintendo', 'switch', 'si', 'ayudar', 'ansiedad']|1
